"CO_PROCEDIMENTO";"NO_PROCEDIMENTO";"TP_COMPLEXIDADE";"TP_SEXO";"QT_MAXIMA_EXECUCAO";"QT_DIAS_PERMANENCIA";"QT_PONTOS";"VL_IDADE_MINIMA";"VL_IDADE_MAXIMA";"VL_SH";"VL_SA";"VL_SP";"CO_FINANCIAMENTO";"CO_RUBRICA";"QT_TEMPO_PERMANENCIA";"DT_COMPETENCIA"
"0409060020";"COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR C/ AMPUTACAO DE COLO                                                                                                                                                                                             ";"2";"F";"0001";"0002";"0250";"0240";"1571";"0000026824";"0000000000";"0000018096";"06";"      ";"9999";"201806"
"0409060038";"EXCISÃO TIPO 3 DO COLO UTERINO                                                                                                                                                                                                                            ";"2";"F";"0001";"0002";"0200";"0240";"1571";"0000030520";"0000000000";"0000013846";"06";"      ";"9999";"201806"
"0409060046";"CURETAGEM SEMIOTICA C/ OU S/ DILATACAO DO COLO DO UTERO                                                                                                                                                                                                   ";"2";"F";"0001";"0001";"0050";"0120";"1571";"0000011023";"0000002262";"0000005719";"06";"      ";"9999";"201806"
"0409060054";"CURETAGEM UTERINA EM MOLA HIDATIFORME                                                                                                                                                                                                                     ";"2";"F";"0001";"0002";"0050";"0120";"1571";"0000006650";"0000000000";"0000007088";"06";"      ";"9999";"201806"
"0409060062";"DILATACAO DE COLO DO UTERO                                                                                                                                                                                                                                ";"2";"F";"9999";"9999";"0000";"0120";"0731";"0000000000";"0000002262";"0000000000";"06";"      ";"9999";"201806"
"0409060070";"ESVAZIAMENTO DE UTERO POS-ABORTO POR ASPIRACAO MANUAL INTRA-UTERINA (AMIU)                                                                                                                                                                                ";"2";"F";"0001";"0001";"0050";"0108";"0731";"0000006632";"0000000000";"0000007652";"06";"      ";"9999";"201806"
"0409060089";"EXCISÃO TIPO I DO COLO UTERINO                                                                                                                                                                                                                            ";"2";"F";"0001";"9999";"0000";"0240";"1571";"0000000000";"0000004524";"0000000000";"06";"      ";"9999";"201806"
"0409060097";"EXERESE DE POLIPO DE UTERO                                                                                                                                                                                                                                ";"2";"F";"9999";"9999";"0000";"0120";"1571";"0000000000";"0000002262";"0000000000";"06";"      ";"9999";"201806"
"0409060100";"HISTERECTOMIA (POR VIA VAGINAL)                                                                                                                                                                                                                           ";"2";"F";"0001";"0003";"0250";"0144";"1571";"0000027667";"0000000000";"0000018341";"06";"      ";"9999";"201806"
"0409060119";"HISTERECTOMIA C/ ANEXECTOMIA (UNI / BILATERAL)                                                                                                                                                                                                            ";"2";"F";"0001";"0003";"0300";"0144";"1571";"0000051190";"0000000000";"0000025880";"06";"      ";"9999";"201806"
"0409060127";"HISTERECTOMIA SUBTOTAL                                                                                                                                                                                                                                    ";"2";"F";"0001";"0003";"0250";"0144";"1571";"0000035510";"0000000000";"0000019094";"06";"      ";"9999";"201806"
"0409060135";"HISTERECTOMIA TOTAL                                                                                                                                                                                                                                       ";"2";"F";"0001";"0003";"0250";"0144";"1571";"0000041232";"0000000000";"0000022171";"06";"      ";"9999";"201806"
"0409060143";"HISTERECTOMIA TOTAL AMPLIADA (WERTHEIN-MEIGS)                                                                                                                                                                                                             ";"2";"F";"0001";"0004";"0300";"0144";"1571";"0000047683";"0000000000";"0000024107";"06";"      ";"9999";"201806"
"0409060151";"HISTERECTOMIA VIDEOLAPAROSCOPICA                                                                                                                                                                                                                          ";"2";"F";"0001";"0002";"0250";"0144";"1571";"0000027950";"0000000000";"0000018511";"06";"      ";"9999";"201806"
"0409060160";"HISTERORRAFIA                                                                                                                                                                                                                                             ";"2";"F";"0001";"0003";"0400";"0120";"0731";"0000025140";"0000000000";"0000018329";"06";"      ";"9999";"201806"
"0409060178";"HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO                                                                                                                                                                                                                 ";"2";"F";"0001";"0001";"0050";"0120";"1571";"0000009481";"0000007475";"0000007852";"06";"      ";"9999";"201806"
"0409060186";"LAQUEADURA TUBARIA                                                                                                                                                                                                                                        ";"2";"F";"0001";"0001";"0200";"0300";"0731";"0000020005";"0000000000";"0000013897";"06";"      ";"9999";"201806"
"0409060194";"MIOMECTOMIA                                                                                                                                                                                                                                               ";"2";"F";"0001";"0002";"0250";"0144";"1571";"0000034397";"0000000000";"0000018497";"06";"      ";"9999";"201806"
"0409060208";"MIOMECTOMIA VIDEOLAPAROSCOPICA                                                                                                                                                                                                                            ";"2";"F";"0001";"0002";"0250";"0144";"1571";"0000025416";"0000000000";"0000018330";"06";"      ";"9999";"201806"
"0409060216";"OOFORECTOMIA / OOFOROPLASTIA                                                                                                                                                                                                                              ";"2";"F";"0001";"0002";"0150";"0000";"1571";"0000035800";"0000000000";"0000015186";"06";"      ";"9999";"201806"
"0409060224";"RESSECCAO DE VARIZES PELVICAS                                                                                                                                                                                                                             ";"2";"F";"0001";"0002";"0200";"0144";"1571";"0000017705";"0000000000";"0000014669";"06";"      ";"9999";"201806"
"0409060232";"SALPINGECTOMIA UNI / BILATERAL                                                                                                                                                                                                                            ";"2";"F";"0001";"0002";"0200";"0000";"1571";"0000031272";"0000000000";"0000015287";"06";"      ";"9999";"201806"
"0409060240";"SALPINGECTOMIA VIDEOLAPAROSCOPICA                                                                                                                                                                                                                         ";"2";"F";"0001";"0002";"0200";"0000";"1571";"0000019350";"0000000000";"0000018334";"06";"      ";"9999";"201806"
"0409060259";"SALPINGOPLASTIA                                                                                                                                                                                                                                           ";"2";"F";"0001";"0002";"0200";"0120";"0731";"0000018767";"0000000000";"0000014665";"06";"      ";"9999";"201806"
"0409060267";"SALPINGOPLASTIA VIDEOLAPAROSCOPICA                                                                                                                                                                                                                        ";"2";"F";"0001";"0001";"0200";"0000";"1571";"0000019045";"0000000000";"0000014672";"06";"      ";"9999";"201806"
"0409060275";"TRAQUELOPLASTIA                                                                                                                                                                                                                                           ";"2";"F";"0001";"0002";"0200";"0000";"1571";"0000017759";"0000000000";"0000014664";"06";"      ";"9999";"201806"
"0409060283";"TRATAMENTO CIRURGICO DE FISTULA VESICO-UTERINA                                                                                                                                                                                                            ";"2";"F";"0001";"0004";"0250";"0000";"1571";"0000053802";"0000000000";"0000025675";"06";"      ";"9999";"201806"
"0409060291";"HISTERECTOMIA C/ ANEXECTOMIA BILATERAL E COLPECTOMIA SOB PROCESSO TRANSEXUALIZADOR                                                                                                                                                                        ";"3";"F";"0001";"0003";"0300";"0252";"0911";"0000068390";"0000000000";"0000051190";"04";"040044";"9999";"201806"
"0409060305";"EXCISÃO TIPO 2 DO COLO UTERINO                                                                                                                                                                                                                            ";"2";"F";"0001";"9999";"0000";"0240";"1571";"0000000000";"0000004524";"0000000000";"06";"      ";"9999";"201806"
"0409070017";"ALARGAMENTO DA ENTRADA VAGINAL                                                                                                                                                                                                                            ";"2";"F";"0001";"0001";"0050";"0000";"1571";"0000004873";"0000000000";"0000007062";"06";"      ";"9999";"201806"
"0409070025";"COLPECTOMIA                                                                                                                                                                                                                                               ";"2";"F";"0001";"0002";"0250";"0120";"1571";"0000022590";"0000000000";"0000014664";"06";"      ";"9999";"201806"
"0409070033";"COLPOCLEISE (CIRURGIA DE LE FORT)                                                                                                                                                                                                                         ";"2";"F";"0001";"0003";"0250";"0300";"1571";"0000019140";"0000000000";"0000015998";"06";"      ";"9999";"201806"
"0409070041";"COLPOPERINEOCLEISE                                                                                                                                                                                                                                        ";"2";"F";"0001";"0002";"0250";"0300";"1571";"0000022589";"0000000000";"0000014664";"06";"      ";"9999";"201806"
"0409070050";"COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR                                                                                                                                                                                                                  ";"2";"F";"0001";"0002";"0250";"0300";"1571";"0000029812";"0000000000";"0000017431";"06";"      ";"9999";"201806"
"0409070068";"COLPOPERINEOPLASTIA POSTERIOR                                                                                                                                                                                                                             ";"2";"F";"0001";"0001";"0250";"0300";"1571";"0000022589";"0000000000";"0000014665";"06";"      ";"9999";"201806"
"0409070076";"COLPOPERINEORRAFIA NAO OBSTETRICA                                                                                                                                                                                                                         ";"2";"F";"0001";"0002";"0250";"0300";"1571";"0000022589";"0000000000";"0000014665";"06";"      ";"9999";"201806"
"0409070084";"COLPOPLASTIA ANTERIOR                                                                                                                                                                                                                                     ";"2";"F";"0001";"0002";"0250";"0300";"1571";"0000022589";"0000000000";"0000014665";"06";"      ";"9999";"201806"
"0409070092";"COLPORRAFIA NAO OBSTETRICA                                                                                                                                                                                                                                ";"2";"F";"0001";"0001";"0050";"0000";"1571";"0000022589";"0000000000";"0000014665";"06";"      ";"9999";"201806"
"0409070106";"COLPOTOMIA                                                                                                                                                                                                                                                ";"2";"F";"0001";"0002";"0250";"0000";"1571";"0000021648";"0000002168";"0000014665";"06";"      ";"9999";"201806"
"0409070114";"CONSTRUCAO DE VAGINA                                                                                                                                                                                                                                      ";"2";"F";"0001";"0003";"0250";"0000";"0155";"0000021467";"0000000000";"0000018338";"06";"      ";"9999";"201806"
"0409070122";"DRENAGEM DE GLANDULA DE BARTHOLIN / SKENE                                                                                                                                                                                                                 ";"2";"F";"0001";"9999";"0000";"0120";"1571";"0000001297";"0000001297";"0000000000";"06";"      ";"9999";"201806"
"0409070130";"EPISIOPERINEORRAFIA NAO OBSTETRICA                                                                                                                                                                                                                        ";"2";"F";"0001";"0002";"0050";"0120";"1571";"0000005509";"0000000000";"0000007335";"06";"      ";"9999";"201806"
"0409070149";"EXERESE DE CISTO VAGINAL                                                                                                                                                                                                                                  ";"2";"F";"9999";"0001";"0250";"0000";"1571";"0000022589";"0000002262";"0000014665";"06";"      ";"9999";"201806"
"0409070157";"EXERESE DE GLANDULA DE BARTHOLIN / SKENE                                                                                                                                                                                                                  ";"2";"F";"9999";"0001";"0050";"0120";"1571";"0000016183";"0000002168";"0000006285";"06";"      ";"9999";"201806"
"0409070165";"EXTIRPACAO DE LESAO DE VULVA / PERINEO (POR ELETROCOAGULACAO OU FULGURACAO)                                                                                                                                                                               ";"2";"F";"0001";"9999";"0000";"0144";"1571";"0000001354";"0000001354";"0000000000";"06";"      ";"9999";"201806"
"0409070173";"EXTRACAO DE CORPO ESTRANHO DA VAGINA                                                                                                                                                                                                                      ";"2";"F";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001354";"0000000000";"06";"      ";"9999";"201806"
"0409070181";"HIMENOTOMIA                                                                                                                                                                                                                                               ";"2";"F";"0001";"9999";"0000";"0000";"1571";"0000002168";"0000002168";"0000000000";"06";"      ";"9999";"201806"
"0409070190";"MARSUPIALIZACAO DE GLANDULA DE BARTOLIN                                                                                                                                                                                                                   ";"2";"F";"0001";"0001";"0050";"0144";"1571";"0000009414";"0000000000";"0000004582";"06";"      ";"9999";"201806"
"0409070203";"OPERACAO DE BURCH                                                                                                                                                                                                                                         ";"2";"F";"0001";"0003";"0200";"0360";"1571";"0000030547";"0000000000";"0000015220";"06";"      ";"9999";"201806"
"0409070211";"RECONSTRUCAO DA VAGINA                                                                                                                                                                                                                                    ";"2";"F";"0001";"0003";"0250";"0000";"1571";"0000022278";"0000000000";"0000018677";"06";"      ";"9999";"201806"
"0409070220";"TRATAMENTO CIRURGICO DE COAPTACAO DE NINFAS                                                                                                                                                                                                               ";"2";"F";"0001";"0001";"0050";"0000";"1571";"0000004873";"0000000000";"0000007062";"06";"      ";"9999";"201806"
"0409070238";"TRATAMENTO CIRURGICO DE FISTULA RETO-VAGINAL                                                                                                                                                                                                              ";"2";"F";"0001";"0003";"0150";"0000";"1571";"0000022952";"0000000000";"0000011000";"06";"      ";"9999";"201806"
"0409070246";"TRATAMENTO CIRURGICO DE FISTULA URETRO-VAGINAL                                                                                                                                                                                                            ";"2";"F";"0001";"0003";"0250";"0000";"1571";"0000020802";"0000000000";"0000018328";"06";"      ";"9999";"201806"
"0409070254";"TRATAMENTO CIRURGICO DE FISTULA VESICO-VAGINAL                                                                                                                                                                                                            ";"2";"F";"0001";"0003";"0450";"9999";"9999";"0000084382";"0000000000";"0000029843";"06";"      ";"9999";"201806"
"0409070262";"TRATAMENTO CIRURGICO DE HIPERTROFIA DOS PEQUENOS LABIOS                                                                                                                                                                                                   ";"2";"F";"0001";"0001";"0050";"0000";"1571";"0000004873";"0000000000";"0000007062";"06";"      ";"9999";"201806"
"0409070270";"TRATAMENTO CIRURGICO DE INCONTINENCIA URINARIA POR VIA VAGINAL                                                                                                                                                                                            ";"2";"F";"0001";"0002";"0250";"0144";"1571";"0000022619";"0000000000";"0000014670";"06";"      ";"9999";"201806"
"0409070289";"TRATAMENTO CIRURGICO DE VAGINA SEPTADA / ATRESICA                                                                                                                                                                                                         ";"2";"F";"0001";"0001";"0250";"0000";"1571";"0000024511";"0000000000";"0000018334";"06";"      ";"9999";"201806"
"0409070297";"VULVECTOMIA AMPLIADA C/ LINFADENECTOMIA                                                                                                                                                                                                                   ";"2";"F";"0001";"0004";"0550";"0240";"1571";"0000056704";"0000000000";"0000032650";"06";"      ";"9999";"201806"
"0409070300";"VULVECTOMIA SIMPLES                                                                                                                                                                                                                                       ";"2";"F";"0001";"0002";"0050";"0240";"1571";"0000005509";"0000000000";"0000007335";"06";"      ";"9999";"201806"
"0410010014";"DRENAGEM DE ABSCESSO DE MAMA                                                                                                                                                                                                                              ";"2";"I";"0002";"0002";"0050";"0000";"1571";"0000012258";"0000002074";"0000004893";"06";"      ";"9999";"201806"
"0410010022";"ESVAZIAMENTO PERCUTANEO DE CISTO MAMARIO                                                                                                                                                                                                                  ";"2";"I";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000002074";"0000000000";"06";"      ";"9999";"201806"
"0410010030";"EXERESE DE MAMA SUPRANUMERARIA                                                                                                                                                                                                                            ";"2";"I";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000002074";"0000000000";"06";"      ";"9999";"201806"
"0410010049";"EXERESE DE MAMILO                                                                                                                                                                                                                                         ";"2";"I";"9999";"9999";"0000";"0000";"1571";"0000002074";"0000002074";"0000000000";"06";"      ";"9999";"201806"
"0410010057";"MASTECTOMIA RADICAL C/ LINFADENECTOMIA                                                                                                                                                                                                                    ";"2";"I";"0002";"0003";"0300";"0192";"1571";"0000050454";"0000000000";"0000027897";"06";"      ";"9999";"201806"
"0410010065";"MASTECTOMIA SIMPLES                                                                                                                                                                                                                                       ";"2";"I";"0002";"0002";"0250";"0120";"1571";"0000029998";"0000000000";"0000016282";"06";"      ";"9999";"201806"
"0410010073";"PLASTICA MAMARIA FEMININA NAO ESTETICA                                                                                                                                                                                                                    ";"2";"F";"0002";"0001";"0250";"0120";"1571";"0000033046";"0000000000";"0000018371";"06";"      ";"9999";"201806"
"0410010081";"PLASTICA MAMARIA MASCULINA                                                                                                                                                                                                                                ";"2";"M";"0002";"0001";"0250";"0000";"1571";"0000028925";"0000003128";"0000016139";"06";"      ";"9999";"201806"
"0410010090";"PLASTICA MAMARIA RECONSTRUTIVA - POS MASTECTOMIA C/ IMPLANTE DE PROTESE                                                                                                                                                                                   ";"2";"F";"0002";"0002";"0250";"0192";"1571";"0000017590";"0000000000";"0000014002";"06";"      ";"9999";"201806"
"0410010103";"REVERSAO DE MAMILO INVERTIDO                                                                                                                                                                                                                              ";"2";"F";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000003128";"0000000000";"06";"      ";"9999";"201806"
"0410010111";"SETORECTOMIA / QUADRANTECTOMIA                                                                                                                                                                                                                            ";"2";"I";"0002";"0001";"0250";"0000";"1571";"0000018531";"0000000000";"0000012813";"06";"      ";"9999";"201806"
"0410010120";"SETORECTOMIA / QUADRANTECTOMIA C/ ESVAZIAMENTO GANGLIONAR                                                                                                                                                                                                 ";"2";"I";"0002";"0002";"0250";"0000";"1571";"0000021165";"0000000000";"0000014655";"06";"      ";"9999";"201806"
"0410010138";"RETIRADA DE PRÓTESE MAMÁRIA UNILATERAL EM CASOS DE COMPLICAÇÃO DA PRÓTESE MAMÁRIA IMPLANTADA                                                                                                                                                              ";"2";"I";"0001";"0002";"0250";"0192";"1571";"0000016148";"0000000000";"0000012852";"06";"      ";"9999";"201806"
"0410010146";"RETIRADA DE PRÓTESE MAMÁRIA BILATERAL EM CASOS DE COMPLICAÇÃO DA PRÓTESE MAMÁRIA IMPLANTADA                                                                                                                                                               ";"2";"I";"0001";"0002";"0250";"0192";"1571";"0000032295";"0000000000";"0000025705";"06";"      ";"9999";"201806"
"0410010154";"RETIRADA DE PRÓTESE MAMÁRIA UNILATERAL EM CASOS DE COMPLICAÇÃO DE IMPLANTAÇÃO DA PRÓTESE, COM IMPLANTAÇÃO DE NOVA PRÓTESE, NO MESMO ATO CIRÚRGICO                                                                                                         ";"2";"I";"0001";"0002";"0250";"0192";"1571";"0000017590";"0000000000";"0000014002";"06";"      ";"9999";"201806"
"0410010162";"RETIRADA DE PRÓTESE MAMÁRIA BILATERAL EM CASOS DE COMPLICAÇÃO DE IMPLANTAÇÃO DA PRÓTESE, COM IMPLANTAÇÃO DE NOVA PRÓTESE NO MESMO ATO CIRÚRGICO                                                                                                           ";"2";"I";"0001";"0002";"0250";"0192";"1571";"0000035180";"0000000000";"0000028004";"06";"      ";"9999";"201806"
"0410010197";"MASTECTOMIA SIMPLES BILATERAL SOB PROCESSO TRANSEXUALIZADOR                                                                                                                                                                                               ";"3";"F";"0001";"0003";"0250";"0252";"0911";"0000052496";"0000000000";"0000028493";"04";"040044";"9999";"201806"
"0410010200";"PLASTICA MAMARIA RECONSTRUTIVA BILATERAL INCLUINDO PROTESE MAMARIA DE SILICONE BILATERAL NO PROCESSO TRANSEXUALIZADOR                                                                                                                                     ";"2";"M";"0001";"0002";"0250";"0252";"0911";"0000166390";"0000000000";"0000014002";"04";"040044";"9999";"201806"
"0411010018";"DESCOLAMENTO MANUAL DE PLACENTA                                                                                                                                                                                                                           ";"2";"F";"0001";"0002";"0050";"0108";"0731";"0000008448";"0000001885";"0000007333";"06";"      ";"9999";"201806"
"0411010026";"PARTO CESARIANO EM GESTACAO DE ALTO RISCO                                                                                                                                                                                                                 ";"2";"F";"0001";"0003";"0600";"0108";"0731";"0000066079";"0000000000";"0000023015";"06";"      ";"9999";"201806"
"0411010034";"PARTO CESARIANO                                                                                                                                                                                                                                           ";"2";"F";"0001";"0002";"0600";"0108";"0731";"0000039568";"0000000000";"0000015005";"06";"      ";"9999";"201806"
"0411010042";"PARTO CESARIANO C/ LAQUEADURA TUBARIA                                                                                                                                                                                                                     ";"2";"F";"0001";"0002";"0600";"0300";"0731";"0000039568";"0000000000";"0000015005";"06";"      ";"9999";"201806"
"0411010050";"REDUCAO MANUAL DE INVERSAO UTERINA AGUDA POS-PARTO                                                                                                                                                                                                        ";"2";"F";"0001";"0002";"0050";"0108";"0731";"0000006397";"0000000000";"0000006998";"06";"      ";"9999";"201806"
"0411010069";"RESSUTURA DE EPISIORRAFIA POS-PARTO                                                                                                                                                                                                                       ";"2";"F";"9999";"9999";"0000";"0096";"0731";"0000000000";"0000001128";"0000000000";"06";"      ";"9999";"201806"
"0411010077";"SUTURA DE LACERACOES DE TRAJETO PELVICO                                                                                                                                                                                                                   ";"2";"F";"0001";"0002";"0050";"0108";"0731";"0000008876";"0000001979";"0000005682";"06";"      ";"9999";"201806"
"0411010085";"TRATAMENTO CIRURGICO DE INVERSAO UTERINA AGUDA POS PARTO                                                                                                                                                                                                  ";"2";"F";"0001";"0002";"0600";"0108";"0731";"0000022993";"0000000000";"0000021069";"06";"      ";"9999";"201806"
"0411020013";"CURETAGEM POS-ABORTAMENTO / PUERPERAL                                                                                                                                                                                                                     ";"2";"F";"0001";"0001";"0050";"0108";"0731";"0000010921";"0000001979";"0000007041";"06";"      ";"9999";"201806"
"0411020021";"EMBRIOTOMIA                                                                                                                                                                                                                                               ";"2";"F";"0001";"0001";"0550";"0108";"0731";"0000008752";"0000000000";"0000013998";"06";"      ";"9999";"201806"
"0411020030";"HISTERECTOMIA PUERPERAL                                                                                                                                                                                                                                   ";"2";"F";"0001";"0004";"0250";"0108";"0731";"0000024209";"0000000000";"0000024503";"06";"      ";"9999";"201806"
"0411020048";"TRATAMENTO CIRURGICO DE GRAVIDEZ ECTOPICA                                                                                                                                                                                                                 ";"2";"F";"0001";"0003";"0600";"0108";"0731";"0000033048";"0000000000";"0000012870";"06";"      ";"9999";"201806"
"0411020056";"TRATAMENTO DE OUTROS TRANSTORNOS MATERNOS RELACIONADOS PREDOMINANTEMENTE A GRAVIDEZ                                                                                                                                                                       ";"2";"F";"0001";"0007";"0400";"0108";"0731";"0000033147";"0000000000";"0000015178";"06";"      ";"9999";"201806"
"0412010011";"BRONCOTOMIA E/OU BRONCORRAFIA                                                                                                                                                                                                                             ";"3";"I";"0001";"0007";"0400";"0000";"1571";"0000115400";"0000000000";"0000073308";"06";"      ";"9999";"201806"
"0412010020";"COLOCAÇÃO DE MOLDE BRONQUICO POR TORACOTOMIA                                                                                                                                                                                                              ";"3";"I";"0001";"0005";"0400";"0000";"1571";"0000115400";"0000000000";"0000073308";"06";"      ";"9999";"201806"
"0412010038";"COLOCAÇÃO DE PROTESE LARINGO-TRAQUEAL, TRAQUEAL, TRAQUEO-BRONQUICA, BRONQUICA POR VIA ENDOSCOPICA (INCLUI PROTESE)                                                                                                                                        ";"3";"I";"0001";"0002";"0200";"0000";"1571";"0000008608";"0000000000";"0000029330";"06";"      ";"9999";"201806"
"0412010046";"COLOCACAO DE PROTESE LARINGO TRAQUEAL/ TRAQUEO-BRONQUICA (INCLUI PRÓTESE)                                                                                                                                                                                 ";"3";"I";"0001";"0002";"0200";"0000";"1571";"0000010190";"0000000000";"0000036198";"06";"      ";"9999";"201806"
"0412010062";"PUNCAO DE TRAQUEIA C/ ASPIRACAO                                                                                                                                                                                                                           ";"2";"I";"9999";"9999";"0000";"0000";"1571";"0000001579";"0000001579";"0000000000";"06";"      ";"9999";"201806"
"0412010070";"RESSECÇÃO DE TRAQUÉIA MEDIASTINAL, CARINAL OU CARINOPLASTIA                                                                                                                                                                                               ";"3";"I";"0001";"0007";"0400";"0000";"1571";"0000115400";"0000000000";"0000073308";"06";"      ";"9999";"201806"
"0412010089";"RESSECÇÃO DE TUMOR DE TRAQUEIA COM ANASTOMOSE                                                                                                                                                                                                             ";"3";"I";"0001";"0002";"0200";"0000";"1571";"0000008608";"0000000000";"0000029330";"06";"      ";"9999";"201806"
"0412010097";"TRAQUEOPLASTIA POR ACESSO TORÁCICO                                                                                                                                                                                                                        ";"3";"I";"0001";"0004";"0200";"0000";"1571";"0000038540";"0000000000";"0000034828";"06";"      ";"9999";"201806"
"0412010100";"TRAQUEOPLASTIA E/OU LARINGOTRAQUEOPLASTIA                                                                                                                                                                                                                 ";"3";"I";"0001";"0004";"0200";"0144";"1571";"0000038540";"0000000000";"0000034828";"06";"      ";"9999";"201806"
"0412010119";"TRAQUEORRAFIA E/OU FECHAMENTO DE FISTULA TRAQUEO-CUTANEA                                                                                                                                                                                                  ";"2";"I";"0001";"0004";"0200";"0000";"1571";"0000035556";"0000000000";"0000016066";"06";"      ";"9999";"201806"
"0412010127";"TRAQUEOSTOMIA COM COLOCAÇÃO DE ORTESE TRAQUEAL OU TRAQUEOBRONQUICA                                                                                                                                                                                        ";"3";"I";"0001";"9999";"0000";"0000";"1571";"0000008200";"0000000000";"0000014563";"06";"      ";"9999";"201806"
"0412010135";"TRATAMENTO CIRURGICO DE FISTULA BRONCOPLEURAL COM AMPUTAÇÃO DE COTO BRONQUICO                                                                                                                                                                             ";"3";"I";"0001";"0007";"0400";"0000";"1571";"0000115406";"0000000000";"0000055992";"06";"      ";"9999";"201806"
"0412010143";"TRATAMENTO CIRURGICO DE FISTULA TRAQUEOESOFAGICA ADQUIRIDA                                                                                                                                                                                                ";"3";"I";"0001";"0007";"0400";"0000";"1571";"0000115406";"0000000000";"0000055992";"06";"      ";"9999";"201806"
"0412020017";"MEDIASTINOTOMIA EXPLORADORA PARA-ESTERNAL / POR VIA ANTERIOR                                                                                                                                                                                              ";"3";"I";"0001";"0005";"0300";"0000";"1571";"0000074041";"0000000000";"0000046138";"06";"      ";"9999";"201806"
"0412020025";"MEDIASTINOTOMIA EXTRAPLEURAL POR VIA POSTERIOR                                                                                                                                                                                                            ";"3";"I";"0001";"0005";"0300";"0000";"1571";"0000074041";"0000000000";"0000046138";"06";"      ";"9999";"201806"
"0412020033";"MEDIASTINOTOMIA P/ DRENAGEM                                                                                                                                                                                                                               ";"3";"I";"0001";"0005";"0300";"0000";"1571";"0000074035";"0000000000";"0000051316";"06";"      ";"9999";"201806"
"0412020050";"RESSECÇÃO DE TUMOR DO MEDIASTINO                                                                                                                                                                                                                          ";"3";"I";"0001";"0005";"0450";"0000";"1571";"0000109192";"0000000000";"0000073364";"06";"      ";"9999";"201806"
"0412020068";"TIMECTOMIA                                                                                                                                                                                                                                                ";"2";"I";"0001";"0007";"0300";"0000";"1571";"0000076498";"0000000000";"0000051348";"06";"      ";"9999";"201806"
"0412020076";"TRAQUEOSTOMIA MEDIASTINAL                                                                                                                                                                                                                                 ";"3";"I";"0001";"0004";"0200";"0000";"1571";"0000038540";"0000000000";"0000034828";"06";"      ";"9999";"201806"
"0412020084";"TRATAMENTO DE MEDIASTINITE (QUALQUER VIA)                                                                                                                                                                                                                 ";"3";"I";"0001";"0005";"0450";"0000";"1571";"0000097508";"0000000000";"0000061030";"06";"      ";"9999";"201806"
"0412030012";"DESCORTICAÇÃO PULMONAR                                                                                                                                                                                                                                    ";"2";"I";"0001";"0015";"0400";"0000";"1571";"0000153920";"0000000000";"0000061616";"06";"      ";"9999";"201806"
"0412030047";"FECHAMENTO DE PLEUROSTOMIA                                                                                                                                                                                                                                ";"2";"I";"0001";"0004";"0200";"0000";"1571";"0000035556";"0000000000";"0000032132";"06";"      ";"9999";"201806"
"0412030055";"PLEURECTOMIA                                                                                                                                                                                                                                              ";"3";"I";"9999";"9999";"0050";"0000";"1571";"0000000000";"0000000000";"0000000000";"06";"      ";"9999";"201806"
"0412030063";"PLEUROTOMIA                                                                                                                                                                                                                                               ";"2";"I";"9999";"9999";"0048";"0000";"1571";"0000000000";"0000000000";"0000000000";"06";"      ";"9999";"201806"
"0412030071";"REPLEÇÃO DE CAVIDADE PLEURAL COM SOLUÇÃO PARA TRATAMENTO DE EMPIEMA CRONICO                                                                                                                                                                               ";"2";"I";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"06";"      ";"9999";"201806"
"0412030080";"TRATAMENTO DE COAGULO RETIDO INTRATORACICO (QUALQUER VIA)                                                                                                                                                                                                 ";"2";"I";"0001";"0005";"0250";"0000";"1571";"0000044728";"0000000000";"0000035412";"06";"      ";"9999";"201806"
"0412030098";"PLEUROSTOMIA                                                                                                                                                                                                                                              ";"2";"I";"0001";"0002";"0100";"0000";"1571";"0000020959";"0000000000";"0000029338";"06";"      ";"9999";"201806"
"0412030101";"DRENAGEM TUBULAR PLEURAL ABERTA (PLEUROSTOMIA)                                                                                                                                                                                                            ";"2";"I";"0001";"0005";"0250";"0000";"1571";"0000042394";"0000000000";"0000033410";"06";"      ";"9999";"201806"
"0412030110";"PLEURODESE                                                                                                                                                                                                                                                ";"2";"I";"0001";"0006";"0300";"0000";"1571";"0000074708";"0000000000";"0000051342";"06";"      ";"9999";"201806"
