CO_PROCEDIMENTO,NO_PROCEDIMENTO,TB_COMPLEXIDADE,TP_SEXO,QT_MAXIMA_EXECUCAO,QT_DIAS_PERMANENCIA,QT_PONTOS,VL_IDADE_MINIMA,VL_IDADE_MAXIMA,VL_SH,VL_SA,VL_SP,CO_FINANCIAMENTO,CO_RUBRICA,QT_TEMPO_PERMANENCIA,DT_COMPETENCIA
0416030351,RESSECCAO DE LESAO MALIGNA DE MUCOSA BUCAL EM ONCOLOGIA                                                                                                                                                                                                   ,3,I,0001,0002,0240,0144,1571000007,6881000000,0000000002,60,1106  ,    ,999920,1806
0416030360,RESSECCAO DE TUMOR TIREOIDIANO POR VIA TRANSESTERNAL EM ONCOLOGIA                                                                                                                                                                                         ,3,I,0001,0008,0514,0000,1571000030,6317000000,0000000011,23,4706  ,    ,999920,1806
0416040012,ANASTOMOSE BILEO-DIGESTIVA EM ONCOLOGIA                                                                                                                                                                                                                   ,3,I,0001,0004,0250,0144,1571000009,2748000000,0000000003,25,1206  ,    ,999920,1806
0416040020,COLEDOCOSTOMIA C/ OU S/ COLECISTECTOMIA EM ONCOLOGIA                                                                                                                                                                                                      ,3,I,0001,0006,0200,0144,1571000014,8231000000,0000000005,41,2206  ,    ,999920,1806
0416040039,ESOFAGOGASTRECTOMIA COM TORACOTOMIA EM ONCOLOGIA                                                                                                                                                                                                          ,3,I,0001,0010,0545,0144,1571000041,5605000000,0000000012,20,4806  ,    ,999920,1806
0416040047,ESOFAGOCOLOPLASTIA OU ESOFAGOGASTROPLASTIA EM ONCOLOGIA                                                                                                                                                                                                   ,3,I,0001,0007,0386,0144,1571000032,2898000000,0000000009,09,2906  ,    ,999920,1806
0416040055,ESOFAGOGASTRECTOMIA SEM TORACOTOMIA EM ONCOLOGIA                                                                                                                                                                                                          ,3,I,0001,0010,0300,0144,1571000031,9697000000,0000000009,01,7706  ,    ,999920,1806
0416040071,GASTRECTOMIA TOTAL EM ONCOLOGIA                                                                                                                                                                                                                           ,3,I,0001,0010,0545,0144,1571000027,6203000000,0000000007,32,2506  ,    ,999920,1806
0416040101,HEPATECTOMIA PARCIAL EM ONCOLOGIA                                                                                                                                                                                                                         ,3,I,0002,0006,0150,0000,1571000015,8443000000,0000000005,41,0106  ,    ,999920,1806
0416040110,PANCREATECTOMIA PARCIAL EM ONCOLOGIA                                                                                                                                                                                                                      ,3,I,0001,0008,0514,0000,1571000030,1910000000,0000000008,53,4706  ,    ,999920,1806
0416040128,DUODENOPANCREATECTOMIA EM ONCOLOGIA                                                                                                                                                                                                                       ,3,I,0001,0010,0300,0000,1571000043,0074000000,0000000012,06,2906  ,    ,999920,1806
0416040144,RESSECCAO DE TUMOR RETROPERITONIAL C/ RESSECCAO DE ORGAOS CONTIGUOS EM ONCOLOGIA                                                                                                                                                                          ,3,I,0001,0008,0650,0000,1571000051,3474000000,0000000014,34,9306  ,    ,999920,1806
0416040179,ALCOOLIZAÇÃO PERCUTÂNEA DE CARCINOMA HEPÁTICO                                                                                                                                                                                                             ,3,I,0001,0002,0080,0228,1571000005,5168000000,0000000003,21,7706  ,    ,999920,1806
0416040187,TRATAMENTO DE CARCINOMA HEPÁTICO POR RADIOFREQUÊNCIA                                                                                                                                                                                                      ,3,I,0001,0002,0080,0228,1571000003,2177000000,0000000007,20,6606  ,    ,999920,1806
0416040195,QUIMIOEMBOLIZAÇÃO DE CARCINOMA HEPÁTICO                                                                                                                                                                                                                   ,3,I,0001,0002,0080,0228,1571000008,0795000000,0000000002,92,0506  ,    ,999920,1806
0416040209,BIOPSIAS MULTIPLAS INTRA-ABDOMINAIS EM ONCOLOGIA                                                                                                                                                                                                          ,3,I,0001,0002,0545,0000,1571000035,2640000000,0000000010,25,4006  ,    ,999920,1806
0416040217,GASTRECTOMIA PARCIAL EM ONCOLOGIA                                                                                                                                                                                                                         ,3,I,0001,0007,0545,0144,1571000022,0962000000,0000000005,85,8006  ,    ,999920,1806
0416040225,METASTASECTOMIA HEPÁTICA EM ONCOLOGIA                                                                                                                                                                                                                     ,3,I,0001,0004,0150,0000,1571000012,6755000000,0000000004,32,8106  ,    ,999920,1806
0416040233,COLECISTECTOMIA EM ONCOLOGIA                                                                                                                                                                                                                              ,3,I,0001,0004,0150,0144,1571000008,7196000000,0000000004,84,7906  ,    ,999920,1806
0416040241,RESSECCAO AMPLIADA DE VIA BILIAR EXTRA-HEPATICA EM ONCOLOGIA                                                                                                                                                                                              ,3,I,0001,0004,0150,0144,1571000011,3355000000,0000000006,30,2306  ,    ,999920,1806
0416040250,RESSECCAO DE TUMOR RETROPERITONIAL EM ONCOLOGIA                                                                                                                                                                                                           ,3,I,0001,0005,0450,0000,1571000039,4980000000,0000000011,03,7906  ,    ,999920,1806
0416040268,RESSECCAO ALARGADA DE TUMOR DE PARTES MOLES DE PAREDE ABDOMINAL EM ONCOLOGIA                                                                                                                                                                              ,3,I,0001,0008,0450,0000,1571000051,3474000000,0000000014,34,9306  ,    ,999920,1806
0416040276,RESSECCAO ALARGADA DE TUMOR DE INTESTINO EM ONCOLOGIA                                                                                                                                                                                                     ,3,I,0001,0008,0650,0000,1571000039,4980000000,0000000011,03,7906  ,    ,999920,1806
0416050018,AMPUTACAO ABDOMINO-PERINEAL DE RETO EM ONCOLOGIA                                                                                                                                                                                                          ,3,I,0001,0008,0545,0144,1571000043,4101000000,0000000012,15,7506  ,    ,999920,1806
0416050026,COLECTOMIA PARCIAL (HEMICOLECTOMIA) EM ONCOLOGIA                                                                                                                                                                                                          ,3,I,0001,0005,0300,0000,1571000013,1630000000,0000000006,55,4706  ,    ,999920,1806
0416050034,COLECTOMIA TOTAL EM ONCOLOGIA                                                                                                                                                                                                                             ,3,I,0001,0008,0300,0000,1571000051,7056000000,0000000011,70,2606  ,    ,999920,1806
0416050050,EXCISAO LOCAL DE TUMOR DO RETO EM ONCOLOGIA                                                                                                                                                                                                               ,3,I,0001,0004,0240,0144,1571000007,6881000000,0000000002,23,0806  ,    ,999920,1806
0416050077,RETOSSIGMOIDECTOMIA ABDOMINAL EM ONCOLOGIA                                                                                                                                                                                                                ,3,I,0001,0008,0300,0144,1571000042,6354000000,0000000011,70,8606  ,    ,999920,1806
0416050093,EXENTERACAO PELVICA POSTERIOR EM ONCOLOGIA                                                                                                                                                                                                                ,3,I,0001,0008,0545,0144,1571000041,3636000000,0000000011,28,6606  ,    ,999920,1806
0416050107,EXENTERACAO PELVICA TOTAL EM ONCOLOGIA                                                                                                                                                                                                                    ,3,I,0001,0008,0545,0000,1571000053,7727000000,0000000014,67,2606  ,    ,999920,1806
0416050115,PROCTOCOLECTOMIA TOTAL EM ONCOLOGIA                                                                                                                                                                                                                       ,3,I,0001,0008,0450,0144,1571000043,7235000000,0000000013,01,0806  ,    ,999920,1806
0416060013,AMPUTACAO CONICA DE COLO DE UTERO C/ COLPECTOMIA EM ONCOLOGIA                                                                                                                                                                                             ,3,F,0001,0002,0300,0144,1571000013,5383000000,0000000004,54,8606  ,    ,999920,1806
0416060021,ANEXECTOMIA UNI / BILATERAL EM ONCOLOGIA                                                                                                                                                                                                                  ,3,F,0001,0002,0300,0000,1571000011,3987000000,0000000004,05,2306  ,    ,999920,1806
0416060030,COLPECTOMIA EM ONCOLOGIA                                                                                                                                                                                                                                  ,3,F,0001,0003,0250,0144,1571000007,6879000000,0000000003,00,1506  ,    ,999920,1806
0416060056,HISTERECTOMIA C/ RESSECCAO DE ORGAOS CONTIGUOS EM ONCOLOGIA                                                                                                                                                                                               ,3,F,0001,0007,0450,0000,1571000041,3636000000,0000000011,28,6606  ,    ,999920,1806
0416060064,HISTERECTOMIA TOTAL AMPLIADA EM ONCOLOGIA                                                                                                                                                                                                                 ,3,F,0001,0005,0300,0144,1571000042,3850000000,0000000011,64,9306  ,    ,999920,1806
0416060080,TRAQUELECTOMIA RADICAL EM ONCOLOGIA                                                                                                                                                                                                                       ,3,F,0001,0004,0200,0144,1571000042,3850000000,0000000011,64,9306  ,    ,999920,1806
0416060099,VULVECTOMIA TOTAL AMPLIADA C/ LINFADENECTOMIA EM ONCOLOGIA                                                                                                                                                                                                ,3,F,0001,0004,0550,0144,1571000039,5501000000,0000000012,33,8806  ,    ,999920,1806
0416060102,VULVECTOMIA PARCIAL EM ONCOLOGIA                                                                                                                                                                                                                          ,3,F,0001,0003,0300,0144,1571000008,3123000000,0000000003,00,0806  ,    ,999920,1806
0416060110,HISTERECTOMIA COM OU SEM ANEXECTOMIA (UNI / BILATERAL) EM ONCOLOGIA                                                                                                                                                                                       ,3,I,0001,0002,0300,0000,1571000017,1124000000,0000000005,68,0006  ,    ,999920,1806
0416060129,LAPAROTOMIA PARA AVALIAÇÃO DE TUMOR DE OVARIO EM ONCOLOGIA                                                                                                                                                                                                ,3,I,0001,0005,0545,0000,1571000035,2640000000,0000000010,25,4006  ,    ,999920,1806
0416080014,EXCISAO E ENXERTO DE PELE EM ONCOLOGIA                                                                                                                                                                                                                    ,3,I,0001,0002,0150,0000,1571000002,9118000000,0000000001,05,0006  ,    ,999920,1806
0416080030,EXCISAO E SUTURA COM PLASTICA EM Z NA PELE EM ONCOLOGIA                                                                                                                                                                                                   ,3,I,0001,0002,0150,0000,1571000002,9118000000,0000000001,05,0006  ,    ,999920,1806
0416080081,RECONSTRUCAO C/ RETALHO MIOCUTANEO (QUALQUER PARTE) EM ONCOLOGIA                                                                                                                                                                                          ,3,I,0002,0004,0450,0000,1571000023,9514000000,0000000009,63,9006  ,    ,999920,1806
0416080090,RECONSTRUCAO POR MICROCIRURGIA (QUALQUER PARTE) EM ONCOLOGIA                                                                                                                                                                                              ,3,I,0001,0006,0450,0000,1571000030,4658000000,0000000010,51,7906  ,    ,999920,1806
0416080111,RECONSTRUCAO C/ RETALHO OSTEOMIOCUTANEO EM ONCOLOGIA                                                                                                                                                                                                      ,3,I,0001,0004,0450,0000,1571000031,1368000000,0000000012,53,0706  ,    ,999920,1806
0416080120,EXTIRPACAO MULTIPLA DE LESAO DA PELE OU TECIDO CELULAR SUBCUTANEO EM ONCOLOGIA                                                                                                                                                                            ,3,I,0001,0002,0240,0000,1571000004,2580000000,0000000001,40,0606  ,    ,999920,1806
0416090010,AMPUTACAO / DESARTICULACAO DE MEMBROS INFERIORES EM ONCOLOGIA                                                                                                                                                                                             ,3,I,0001,0002,0450,0000,1571000020,0864000000,0000000008,51,9906  ,    ,999920,1806
0416090028,AMPUTACAO / DESARTICULACAO DE MEMBROS SUPERIORES EM ONCOLOGIA                                                                                                                                                                                             ,3,I,0001,0002,0300,0000,1571000020,0864000000,0000000008,51,9906  ,    ,999920,1806
0416090036,HEMIPELVECTOMIA EM ONCOLOGIA                                                                                                                                                                                                                              ,3,I,0001,0007,0450,0000,1571000020,9757000000,0000000010,67,8506  ,    ,999920,1806
0416090079,SACRALECTOMIA (ENDOPELVECTOMIA) EM ONCOLOGIA                                                                                                                                                                                                              ,3,I,0001,0010,0450,0000,1571000041,9884000000,0000000011,43,3406  ,    ,999920,1806
0416090109,RESSECCAO DE TUMOR OSSEO COM SUBSTITUICAO (ENDOPROTESE) OU COM RECONSTRUÇÃO E FIXAÇÃO EM ONCOLOGIA                                                                                                                                                        ,3,I,0001,0006,0450,0000,1571000021,2654000000,0000000009,32,7506  ,    ,999920,1806
0416090117,DESARTICULACAO INTERESCAPULO-TORACICA EM ONCOLOGIA                                                                                                                                                                                                        ,3,I,0001,0006,0450,0000,1571000020,9757000000,0000000010,67,8506  ,    ,999920,1806
0416090125,DESARTICULACAO ESCAPULO-TORACICA INTERNA EM ONCOLOGIA                                                                                                                                                                                                     ,3,I,0001,0006,0450,0000,1571000027,2684000000,0000000013,88,2106  ,    ,999920,1806
0416090133,RESSECCAO DE TUMOR DE PARTES MOLES EM ONCOLOGIA                                                                                                                                                                                                           ,3,I,0001,0004,0400,0000,1571000029,3941000000,0000000010,32,8006  ,    ,999920,1806
0416110010,LOBECTOMIA PULMONAR EM ONCOLOGIA                                                                                                                                                                                                                          ,3,I,0001,0006,0300,0000,1571000025,3286000000,0000000007,49,9706  ,    ,999920,1806
0416110029,PNEUMOMECTOMIA RADICAL EM ONCOLOGIA                                                                                                                                                                                                                       ,3,I,0001,0005,0400,0000,1571000039,2570000000,0000000011,09,7606  ,    ,999920,1806
0416110037,TORACECTOMIA COMPLEXA EM ONCOLOGIA                                                                                                                                                                                                                        ,3,I,0001,0006,0450,0000,1571000044,2564000000,0000000012,35,6006  ,    ,999920,1806
0416110045,TORACECTOMIA SIMPLES EM ONCOLOGIA                                                                                                                                                                                                                         ,3,I,0001,0007,0400,0000,1571000027,6923000000,0000000011,32,7906  ,    ,999920,1806
0416110053,TORACOTOMIA EXPLORADORA EM ONCOLOGIA                                                                                                                                                                                                                      ,3,I,0001,0004,0250,0000,1571000015,8451000000,0000000006,24,1706  ,    ,999920,1806
0416110061,SEGMENTECTOMIA PULMONAR EM ONCOLOGIA                                                                                                                                                                                                                      ,3,I,0001,0005,0300,0000,1571000022,7957000000,0000000006,74,9706  ,    ,999920,1806
0416110070,RESSECÇAO PULMONAR EM CUNHA EM ONCOLOGIA                                                                                                                                                                                                                  ,3,I,0001,0003,0300,0000,1571000020,5161000000,0000000006,74,9706  ,    ,999920,1806
0416110088,TIMECTOMIA EM ONCOLOGIA                                                                                                                                                                                                                                   ,3,I,0001,0004,0400,0000,1571000030,6317000000,0000000011,23,4706  ,    ,999920,1806
0416120024,MASTECTOMIA RADICAL C/ LINFADENECTOMIA AXILAR EM ONCOLOGIA                                                                                                                                                                                                ,3,I,0002,0003,0300,0144,1571000015,3772000000,0000000009,25,1306  ,    ,999920,1806
0416120032,MASTECTOMIA SIMPLES EM ONCOLOGIA                                                                                                                                                                                                                          ,3,I,0001,0002,0250,0144,1571000013,1238000000,0000000007,32,6906  ,    ,999920,1806
0416120040,RESSECCAO DE LESAO NAO PALPAVEL DE MAMA COM MARCACAO EM ONCOLOGIA (POR MAMA)                                                                                                                                                                              ,3,F,0002,0002,0200,0144,1571000009,5805000000,0000000005,40,5906  ,    ,999920,1806
0416120059,SEGMENTECTOMIA/QUADRANTECTOMIA/SETORECTOMIA DE MAMA EM ONCOLOGIA                                                                                                                                                                                          ,3,I,0002,0001,0097,0144,1571000011,8114000000,0000000007,32,6906  ,    ,999920,1806
0417010010,ANESTESIA OBSTETRICA P/ CESARIANA                                                                                                                                                                                                                         ,2,F,0001,9999,0000,0108,0731000000,0000000000,0000000000,61,1806  ,    ,999920,1806
0417010028,ANALGESIA OBSTETRICA P/ PARTO NORMAL                                                                                                                                                                                                                      ,2,F,0001,9999,0000,0108,0731000000,0000000000,0000000000,48,3006  ,    ,999920,1806
0417010036,ANESTESIA OBSTETRICA P/CESARIANA EM GESTACAO DE ALTO RISCO                                                                                                                                                                                                ,2,F,9999,9999,0000,0108,0731000000,0000000000,0000000000,96,6006  ,    ,999920,1806
0417010044,ANESTESIA GERAL                                                                                                                                                                                                                                           ,2,I,0001,9999,0000,0000,1571000000,0000000000,0000000000,84,0006  ,    ,999920,1806
0417010052,ANESTESIA REGIONAL                                                                                                                                                                                                                                        ,2,I,0001,9999,0000,0000,1571000000,0000000000,2227000000,84,0006  ,    ,999920,1806
0417010060,SEDACAO                                                                                                                                                                                                                                                   ,2,I,0001,9999,0000,0000,1571000000,0000000000,1515000000,15,1506  ,    ,999920,1806
0418010013,CONFECCAO DE FISTULA ARTERIO-VENOSA C/ ENXERTIA DE POLITETRAFLUORETILENO (PTFE)                                                                                                                                                                           ,3,I,0001,9999,0000,0000,1571000000,0000000014,5385000000,00,000404,0017,999920,1806
0418010021,CONFECCAO DE FISTULA ARTERIO-VENOSA C/ ENXERTO AUTOLOGO                                                                                                                                                                                                   ,3,I,0001,9999,0000,0000,1571000000,0000000006,8553000000,00,000404,0017,999920,1806
0418010030,CONFECCAO DE FISTULA ARTERIO-VENOSA P/ HEMODIALISE                                                                                                                                                                                                        ,3,I,0001,9999,0000,0000,1571000000,0000000006,0000000000,00,000404,0017,999920,1806
0418010048,IMPLANTE DE CATETER DE LONGA PERMANÊNCIA P/ HEMODIALISE                                                                                                                                                                                                   ,3,I,0001,9999,0000,0000,1571000000,0000000002,0000000000,00,000404,0017,999920,1806
0418010056,IMPLANTE DE CATETER DUPLO LUMEN NA IRA (INCLUI CATETER)                                                                                                                                                                                                   ,2,I,0001,9999,0000,0000,1571000001,6389000000,0000000000,00,0006  ,    ,999920,1806
0418010064,IMPLANTE DE CATETER DUPLO LUMEN P/HEMODIALISE                                                                                                                                                                                                             ,3,I,0003,9999,0000,0000,1571000000,0000000001,1581000000,00,000404,0017,999920,1806
0418010072,IMPLANTE DE CATETER TENCKHOFF OU SIMILAR DE LONGA PERMANÊNCIA NA IRA (INCLUI CATETER)                                                                                                                                                                     ,2,I,0001,9999,0000,0000,1571000002,0680000000,0000000000,00,0006  ,    ,999920,1806
0418010080,IMPLANTE DE CATETER TIPO TENCKHOFF OU SIMILAR P/ DPA/DPAC                                                                                                                                                                                                 ,3,I,0001,9999,0000,0000,1571000000,0000000004,0000000000,00,000404,0017,999920,1806
0418010099,IMPLANTE DE CATETER TIPO TENCKOFF OU SIMILAR P/DPI                                                                                                                                                                                                        ,3,I,0001,9999,0000,0000,1571000000,0000000001,1029000000,00,000404,0017,999920,1806
0418020019,INTERVENCAO EM FISTULA ARTERIO-VENOSA                                                                                                                                                                                                                     ,3,I,0001,9999,0000,0000,1571000000,0000000006,0000000000,00,000404,0017,999920,1806
0418020027,LIGADURA DE FISTULA ARTERIO-VENOSA                                                                                                                                                                                                                        ,3,I,0001,9999,0000,0000,1571000000,0000000006,0000000000,00,000404,0017,999920,1806
0418020035,RETIRADA DE CATETER TIPO TENCKHOFF / SIMILAR DE LONGA PERMANÊNCIA                                                                                                                                                                                         ,3,I,0001,9999,0000,0000,1571000000,0000000004,0000000000,00,000404,0017,999920,1806
0501010017,COLETA DE SANGUE EM HEMOCENTRO P/ EXAMES DE HISTOCOMPATIBILIDADE (CADASTRO DE DOADOR NO REDOME)                                                                                                                                                           ,3,I,0001,9999,0000,0000,1571000000,0000000000,2750000000,00,000404,0032,999920,1806
0501010025,IDENTIFICACAO DE DOADOR APARENTADO DE CELULAS-TRONCO HEMATOPOETICAS 1A FASE (POR DOADOR TIPADO)                                                                                                                                                           ,3,I,0001,9999,0000,0000,0791000000,0000000001,5000000000,00,000404,0032,999920,1806
0501010033,IDENTIFICACAO DE DOADOR APARENTADO DE CELULAS-TRONCO HEMATOPOETICAS 2A FASE (POR DOADOR TIPADO)                                                                                                                                                           ,3,I,0001,9999,0000,0000,0791000000,0000000002,2500000000,00,000404,0032,999920,1806
0501010041,IDENTIFICACAO DE DOADOR APARENTADO DE CELULAS-TRONCO HEMATOPOETICAS 3A FASE (POR DOADOR TIPADO)                                                                                                                                                           ,3,I,0001,9999,0000,0000,0791000000,0000000006,5000000000,00,000404,0032,999920,1806
0501010050,IDENTIFICACAO DE DOADOR NAO APARENTADO DE CELULAS-TRONCO HEMATOPOETICAS 1A FASE (POR DOADOR TIPADO)                                                                                                                                                       ,3,I,0001,9999,0000,0216,0731000000,0000000003,7500000000,00,000404,0055,999920,1806
0501010068,IDENTIFICACAO DE DOADOR NAO APARENTADO DE CELULAS-TRONCO HEMATOPOETICAS 2A FASE (POR DOADOR TIPADO)                                                                                                                                                       ,3,I,0002,9999,0000,0216,0731000000,0000000006,5000000000,00,000404,0032,999920,1806
0501010076,IDENTIFICACAO DE DOADOR VOLUNTARIO DE CELULA TRONCOHEMATOPOETICA CADASTRADOS NO REDOME/INCA - COMPLEMENTACAO DA 1ª FASE                                                                                                                                   ,3,I,0001,9999,0000,0216,0731000000,0000000002,2500000000,00,000404,0032,999920,1806
0501010084,IDENTIFICACAO DE DOADOR VOLUNTARIO DE CELULAS TRONCO HEMATOPOETICA DE DOADORES CADASTRADOS NO REDOME/INCA- COMPLEMENTACAO DA 2ª FASE                                                                                                                      ,3,I,0001,9999,0000,0216,0731000000,0000000001,5000000000,00,000404,0032,999920,1806
0501010092,CONFIRMACAO DE TIPIFICACAO DE DOADOR DE MEDULA OSSEA OU DE OUTROS PRECURSORES HEMATOPOETICO - 3ª FASE                                                                                                                                                     ,3,I,0001,9999,0000,0216,0731000000,0000000013,0000000000,00,000404,0032,999920,1806
0501020012,IDENTIFICACAO DE RECEPTOR DE CELULAS-TRONCO HEMATOPOETICAS 1A FASE                                                                                                                                                                                        ,3,I,0001,9999,0000,0000,0851000000,0000000003,7500000000,00,000404,0032,999920,1806
0501020020,IDENTIFICACAO DE RECEPTOR DE CELULAS-TRONCO HEMATOPOETICAS 2A FASE                                                                                                                                                                                        ,3,I,0001,9999,0000,0000,0851000000,0000000006,5000000000,00,000404,0032,999920,1806
0501020039,CONFIRMAÇAO DE TIPIFICAÇÃO DE RECEPTOR DE MEDULA OSSEA OU DE OUTROS PRECURSORES HEMATOPOETICOS - 3ª FASE                                                                                                                                                  ,3,I,0001,9999,0000,0000,0851000000,0000000013,0000000000,00,000404,0032,999920,1806
0501030018,"COLETA, ACONDICIONAMENTO E TRANSPORTE INTERNACIONAL DE CELULAS-TRONCO HEMATOPOIETICAS DE MEDULA OSSEA P/ TRANSPLANTE                                                                                                                                      ",3,I,9999,9999,0000,9999,9999000000,0000000480,0000000000,00,000404,0032,999920,1806
0501030026,"FORNECIMENTO, ACONDICIONAMENTO E TRANSPORTE INTERNACIONAL DE CELULAS-TRONCO HEMATOPOETICAS DE CORDAO UMBILICAL P/ TRANSPLANTE                                                                                                                             ",3,I,9999,9999,0000,9999,9999000000,0000000260,0000000000,00,000404,0032,999920,1806
0501030034,"FORNECIMENTO, ACONDICIONAMENTO E TRANSPORTE INTERNACIONAL DE LINFOCITOS DE DOADOR NAO APARENTADO P/ TRANSPLANTE                                                                                                                                           ",3,I,9999,9999,0000,9999,9999000000,0000000100,0000000000,00,000404,0032,999920,1806
0501030042,IDENTIFICACAO INTERNACIONAL DE DOADOR NAO APARENTADO DE CELULAS-TRONCO HEMATOPOETICAS 1A FASE (POR DOADOR TIPADO)                                                                                                                                         ,3,I,9999,9999,0000,9999,9999000000,0000000004,0000000000,00,000404,0032,999920,1806
0501030050,IDENTIFICACAO INTERNACIONAL DE DOADOR NAO APARENTADO DE CELULAS-TRONCO HEMATOPOETICAS 2A FASE (POR DOADOR TIPADO)                                                                                                                                         ,3,I,9999,9999,0000,9999,9999000000,0000000012,0000000000,00,000404,0032,999920,1806
0501030069,COLETA E ACONDICIONAMENTO DE MEDULA OSSEA NO BRASIL PARA TRANSPLANTE AUTOGENICO OU DE DOADOR APARENTADO OU NAO APARENTADO                                                                                                                                 ,3,I,0001,0001,2500,0000,0911000041,8410000000,0000000007,38,370404,0032,999920,1806
0501030077,"MOBILIZAÇÃO, COLETA E ACONDICIONAMENTO DE CELULAS TRONCO HEMATOPOETICAS DE SANGUE PERIFERICO NO BRASIL PARA TRANSPLANTE AUTOGENICO OU DE DOADOR APARENTADO OU NAO APARENTADO                                                                              ",3,I,0001,9999,0000,0000,0911000000,0000000024,6124000000,00,000404,0032,999920,1806
0501030085,TRANSPORTE DE MEDULA OSSEA OU DE CELULAS TRONCO HEMATOPOETICAS DE SANGUE PERIFERICO NO BRASIL DE DOADOR NAO APARENTADO                                                                                                                                    ,3,I,0001,9999,0000,0000,0851000000,0000000010,0000000000,00,000404,0032,999920,1806
0501030093,PROCESSAMENTO DE CRIOPRESEVAÇÃO DE MEDULA OSSEA OU DE CELULAS TRONCO HEMATOPOETICAS DE SANGUE PERIFERICO NO BRASIL PARA TRANSPLANTE AUTOGENICO                                                                                                            ,3,I,0001,9999,0000,0000,0911000000,0000000020,0000000000,00,000404,0032,999920,1806
0501030107,FORNECIMENTO E ACONDICIONAMENTO E TRANSPORTE NO BRASIL DE LINFOCITOS DE DOADOR NAO APARENTADO                                                                                                                                                             ,3,I,0001,9999,0000,0000,0851000000,0000000034,6124000000,00,000404,0032,999920,1806
0501030115,"COLETA, IDENTIFICAÇÃO, TESTES DE SEGURANÇA, PROCESSAMENTO, ARMAZENAGEM E FORNECIMENTO DE CELULAS TRONCO HEMATOPOETICAS DE CORDAO UMBILICAL E PLACENTARIO                                                                                                  ",3,N,9999,9999,0000,9999,9999000000,0000000034,1118000000,00,000404,0032,999920,1806
0501030123,TRANPORTE DE UNIDADE DE CELULAS TRONCO HEMATOPOETICAS DE SANGUE DE CORDAO UMBILICAL E PLACENTARIO NO BRASIL                                                                                                                                               ,3,I,0001,9999,0000,0000,0851000000,0000000022,0000000000,00,000404,0032,999920,1806
0501040013,AUTO-PROVA CRUZADA EM RECEPTOR DE RIM (AUTO CROSS-MATCH)                                                                                                                                                                                                  ,3,I,0001,9999,0000,0000,1091000000,0000000000,4551000000,00,000404,0032,999920,1806
0501040021,IDENTIFICACAO DE DOADOR FALECIDO DE RIM / PANCREAS E RIM-PANCREAS                                                                                                                                                                                         ,3,I,0001,9999,0000,0000,1571000003,5000000003,5000000000,00,000404,0032,999920,1806
0501040030,IDENTIFICACAO DE DOADOR VIVO DE RIM 1A FASE (POR DOADOR TIPADO)                                                                                                                                                                                           ,3,I,0001,9999,0000,0216,1091000000,0000000001,5000000000,00,000404,0032,999920,1806
0501040048,IDENTIFICACAO DE DOADOR VIVO DE RIM 2A FASE (POR DOADOR TIPADO)                                                                                                                                                                                           ,3,I,0001,9999,0000,0216,1091000000,0000000002,0000000000,00,000404,0032,999920,1806
0501040056,PROVA CRUZADA EM DOADOR VIVO CONTRA LINFOCITOS T OU B C/ ABSORCAO DE PLAQUETAS (CROSS MATCH)                                                                                                                                                              ,3,I,0001,9999,0000,0216,1571000000,0000000000,7585000000,00,000404,0032,999920,1806
0501040064,PROVAS CRUZADAS EM DOADOR FALECIDO (CROSS MATCH)                                                                                                                                                                                                          ,3,I,0001,9999,0000,0000,1571000003,0000000003,0000000000,00,000404,0032,999920,1806
0501040072,PROVAS CRUZADAS EM DOADOR VIVO DE RIM (CROSS MATCH)                                                                                                                                                                                                       ,3,I,0001,9999,0000,0216,1091000000,0000000003,0000000000,00,000404,0032,999920,1806
0501050019,AVALIACAO DE REATIVIDADE DO RECEPTOR CONTRA PAINEL DE CLASSE I OU CLASSE II (MINIMO 30 INFÒCITOS)                                                                                                                                                         ,3,I,0002,9999,0000,0000,1571000000,0000000001,8000000000,00,000404,0032,999920,1806
0501050027,IDENTIFICACAO DE RECEPTOR DE RIM / PANCREAS E RIM-PANCREAS                                                                                                                                                                                                ,3,I,0001,9999,0000,0000,1091000000,0000000003,5000000000,00,000404,0032,999920,1806
0501050035,AVALIAÇÃO DE REATIVIDADE CONTRA PAINEL-CLASSE I ou CLASSE II (mínimo 30 linfócitos)                                                                                                                                                                       ,3,I,0001,9999,0000,0000,1571000000,0000000001,8000000000,00,000404,0032,999920,1806
0501050043,EXAMES DE PACIENTES EM LISTA DE ESPERA PARA TRANSPLANTES                                                                                                                                                                                                  ,3,I,0001,9999,0000,0000,1571000000,0000000003,4020000000,00,000404,0032,999920,1806
0501060014,ANGIOGRAFIA CEREBRAL P/ DIAGNOSTICO DE MORTE ENCEFALICA (4 VASOS)                                                                                                                                                                                         ,3,I,0002,9999,0000,0000,1091000000,0000000000,0000000000,00,000404,0032,999920,1806
0501060022,CINTILOGRAFIA RADIOISOTOPICA CEREBRAL P/ DIAGNOSTICO DE MORTE ENCEFALICA                                                                                                                                                                                  ,3,I,0002,9999,0000,0000,1091000000,0000000000,0000000000,00,000404,0032,999920,1806
0501060030,ECO DOPPLER COLORIDO CEREBRAL P/ DIAGNOSTICO DE MORTE ENCEFALICA                                                                                                                                                                                          ,3,I,0002,9999,0000,0000,1091000000,0000000000,0000000000,00,000404,0032,999920,1806
